account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100
PeteButtigieg,0.0313316,766,0.9230769,1862894,master only (1)
bernabephoto,0.0296827,977,0.9230769,1039133,master only (1)
Kehlani,0.0198347,605,0.9230769,1755832,master only (1)
lure_lady,0.0135501,369,0.9230769,659177,master only (1)
ArianFoster,0.0125,240,0.9230769,613772,master only (1)
khloekardashian,0.0102881,486,0.9230769,27910017,matched (3)
DKarma,0.0052632,190,0.9230769,649171,master only (1)
KEEMSTAR,0.0541401,1570,0.9220779,2856083,master only (1)
EddieHearn,0.0422018,1635,0.921875,923794,master only (1)
Spotboye,0.2073624,2961,0.9216868,565452,master only (1)
tjmanotoc,0.2717347,2473,0.9210526,959883,master only (1)
VitalikButerin,0.0340909,352,0.9210526,906585,master only (1)
lemontwittor,,,0.9210526,3539080,master only (1)
FootyAccums,0,995,0.9208633,609098,master only (1)
ShivAroor,0.3335087,1901,0.9206349,917628,master only (1)
andymilonakis,0.0626566,399,0.92,562515,master only (1)
russdiemon,0.0049407,1012,0.92,2311159,master only (1)
ShashiTharoor,0.2626866,2010,0.9189189,7569976,master only (1)
KirenRijiju,0.2238717,1684,0.9189189,762676,master only (1)
virsanghvi,0.1087179,1950,0.9189189,4343931,master only (1)
Peruzzi_VIBES,0.0842105,95,0.9189189,593786,master only (1)
ReformedBroker,,,0.9183673,1120292,master only (1)
abati1990,0.122905,2864,0.9175258,630305,master only (1)
kathygriffin,0.2688414,889,0.9166667,2168319,master only (1)
DJFreshSA,0.2224521,1933,0.9166667,2093207,master only (1)
katiecouric,0.2053265,1164,0.9166667,1743154,master only (1)
deespeak,0.1985981,428,0.9166667,3150941,master only (1)
TerryMoran,0.1794872,468,0.9166667,994363,master only (1)
Kritika_Kamra,0.137031,613,0.9166667,622368,master only (1)
majorgauravarya,0.1139489,509,0.9166667,1055032,master only (1)
one_by_two,0.1045655,679,0.9166667,2728939,master only (1)
DJTira,0.0994879,1367,0.9166667,1664958,master only (1)
1Xtra,0.0878661,717,0.9166667,585486,master only (1)
Quackity,0.0833333,60,0.9166667,833626,master only (1)
billyeichner,0.0658915,516,0.9166667,2304160,master only (1)
ASAMOAH_GYAN3,0.0606061,264,0.9166667,788512,master only (1)
Buster_ESPN,0.0569867,1281,0.9166667,1348510,master only (1)
Aiannucci,0.0519802,808,0.9166667,635153,master only (1)
garethemery,0.0397351,151,0.9166667,529768,master only (1)
PapaRandlicious,0.0381356,236,0.9166667,513563,master only (1)
JodieMarsh,0.0352564,624,0.9166667,571253,master only (1)
AubreyODay,0.0318584,565,0.9166667,601875,master only (1)
IAmChrisRamsey,0.0262391,343,0.9166667,500983,master only (1)
pulte,0.017134,642,0.9166667,3084861,master only (1)
Ninja,0.0125174,719,0.9166667,5794642,master only (1)
BizNasty2point0,0.0066225,453,0.9166667,1168618,master only (1)
whoisaddison,0.0057878,1555,0.9166667,1875010,master only (1)
bieberdexter,0.0015798,633,0.9166667,1027044,master only (1)
yashar,0.0858086,1212,0.9162996,625057,master only (1)
JackPosobiec,0.019214,1145,0.9150685,774635,master only (1)
WMutunga,0.1765613,2594,0.9142857,991072,master only (1)
RuggedyBaba,0.1762871,1282,0.9142857,600695,master only (1)
henrywinter,0.1051005,647,0.9142857,1282492,master only (1)
CaucasianJames,0.0348361,488,0.9142857,1311477,master only (1)
Suhelseth,0.2453386,2038,0.9130435,4780518,master only (1)
DanaPerino,0.0971429,1050,0.9130435,1960547,master only (1)
Carra23,0.0438503,935,0.9130435,1514562,master only (1)
ItsTheSituation,0.0322188,1645,0.9130435,1354054,master only (1)
RediTlhabi,0.1508932,2631,0.9117647,524372,master only (1)
AndrewYang,0.0884285,1979,0.9117647,1424828,master only (1)
jemelehill,0.029106,962,0.9117647,1239939,master only (1)
BoZe,0.0159292,565,0.9117647,684219,master only (1)
marshawright,,,0.9117647,567143,master only (1)
morningmika,0.1935018,1385,0.9090909,964895,master only (1)
H_Combs,0.1447028,387,0.9090909,924544,master only (1)
SchadenJake,0.1330645,248,0.9090909,694289,master only (1)
Trendulkar,0.1292639,557,0.9090909,1223792,master only (1)
CillizzaCNN,0.1123727,2554,0.9090909,666687,master only (1)
pamfoundation,0.0977597,491,0.9090909,1106911,master only (1)
karaswisher,0.0653514,811,0.9090909,1371753,master only (1)
HoodieAllen,0.0645161,155,0.9090909,1213586,master only (1)
iamSushanthA,0.0612245,294,0.9090909,749563,master only (1)
ToolzO,0.0607798,872,0.9090909,1316762,master only (1)
madhukishwar,0.0605613,1354,0.9090909,2084171,master only (1)
dbongino,0.0594766,2522,0.9090909,1798918,master only (1)
GujaratHistory,0.0589888,356,0.9090909,603906,master only (1)
angelayee,0.0581761,636,0.9090909,860616,master only (1)
vernonkay,0.0549451,182,0.9090909,1179369,master only (1)
BillSimmons,0.0528129,871,0.9090909,5861785,master only (1)
lasizwe,0.046473,1205,0.9090909,722370,master only (1)
SteveSchmidtSES,0.0441989,362,0.9090909,724586,master only (1)
davidhogg111,0.0441558,385,0.9090909,999545,master only (1)
SahuPradipta,0.0386196,1217,0.9090909,527961,master only (1)
DatPiff,0.0314208,1464,0.9090909,617294,master only (1)
alispagnola,0.0302594,2776,0.9090909,2665075,master only (1)
Tyrese,0.0279898,786,0.9090909,3081983,master only (1)
timheidecker,0.0261588,2179,0.9090909,518972,master only (1)
andrewchristian,0.0245098,408,0.9090909,583096,master only (1)
AntonioSabatoJr,0.0243902,123,0.9090909,539089,master only (1)
JoeBudden,0.0112469,2045,0.9090909,1048917,master only (1)
mzveegh,0.0082988,964,0.9090909,536438,master only (1)
Lesdoggg,0.0075431,928,0.9090909,1022053,master only (1)
patmcgrathreal,0,384,0.9090909,854317,master only (1)
notch,0.0167598,358,0.9069768,3727831,master only (1)
MissMalini,0.107284,1771,0.90625,2757016,master only (1)
CarolRadull,0.0893471,2037,0.90625,683117,master only (1)
BumbleCricket,0.0402462,2112,0.90625,566183,master only (1)
NatashaBertrand,0.1465721,846,0.9047619,631210,master only (1)
cricketwallah,0.0966364,1873,0.9047619,663771,master only (1)
BigBoyler,0.0876133,331,0.9047619,795682,master only (1)
GabbyQuinteros,0.0789133,2319,0.9047619,749310,master only (1)
DillonFrancis,0.0449198,935,0.9047619,1091536,master only (1)
AvaAddams,0.0375671,559,0.9047619,703797,master only (1)
dineoranaka,0.0065076,1844,0.9047619,1292409,master only (1)
BashirAhmaad,,,0.9047619,533568,master only (1)
Maven,0.0116732,514,0.9038461,670999,master only (1)
TarekFatah,0.187437,2977,0.9032258,669348,master only (1)
varshasinghmcx,0.0871632,631,0.9032258,687507,master only (1)
michellemalkin,0.0825036,1406,0.9032258,2195595,master only (1)
KBonimtetezi,0.0682511,1641,0.9032258,656917,master only (1)
Brodiesmith21,0.006135,489,0.9032258,937358,master only (1)
JhaSanjay,,,0.9032258,502289,master only (1)
TimothyDeLaG,0.0419664,834,0.902439,572756,master only (1)
KameronBennett,0.0104712,382,0.9022989,1817526,master only (1)
JamesGunn,0.3622921,541,0.9,733900,master only (1)
MinisterKTR,0.3622589,726,0.9,623092,master only (1)
MbuyiseniNdlozi,0.3554217,2656,0.9,994618,master only (1)
VanJones68,0.2385399,1178,0.9,860514,master only (1)
PressSec,0.2262931,464,0.9,4577366,master only (1)
elrufai,0.1849501,1103,0.9,1731891,master only (1)
shekharkapur,0.1479751,642,0.9,2736349,master only (1)
AOC,0.1383459,665,0.9,6861128,master only (1)
WesleyLowery,0.1283784,296,0.9,610956,master only (1)
WhitneyCummings,0.097973,296,0.9,1448670,master only (1)
cher,0.0808989,445,0.9,3799381,master only (1)
BrendanSchaub,0.0785855,509,0.9,795613,master only (1)
jasoninthehouse,0.0700447,671,0.9,567466,master only (1)
arobertwebb,0.0685484,248,0.9,518387,master only (1)
kunalkamra88,0.0659341,364,0.9,1401121,master only (1)
MelanieIglesias,0.0597015,201,0.9,590702,master only (1)
finebaum,0.056806,933,0.9,655007,master only (1)
pattonoswalt,0.0492483,1929,0.9,4638887,master only (1)
iamharishkalyan,0.0451423,1019,0.9,666906,master only (1)
deejayneptune,0.0430073,3139,0.9,582783,master only (1)
LilNasX,0.0387324,284,0.9,4742454,master only (1)
thefader,0.0300509,2163,0.9,682256,master only (1)
TonyBellew,0.028436,211,0.9,663320,master only (1)
InigoDPascual,0.0246679,527,0.9,1557179,master only (1)
rajasthanroyals,0.0239362,752,0.9,1285015,master only (1)
SaraJayXXX,0.0224791,1557,0.9,1188391,master only (1)
MythriOfficial,0.0212766,188,0.9,693735,master only (1)
jamesmartinchef,0.0192308,312,0.9,674990,master only (1)
jacksfilms,0.0182768,383,0.9,1890237,master only (1)
Manny_Official,0.0166976,539,0.9,700361,master only (1)
grandayy,0.0135135,74,0.9,1252703,master only (1)
Squawka,0.0107981,2130,0.9,1013091,master only (1)
NiallOfficial,0.009247,757,0.9,39495928,matched (3)
PastorEAAdeboye,0.0083333,240,0.9,1161395,master only (1)
therealgokwan,0.0079787,752,0.9,1595942,master only (1)
charlieINTEL,0.0052411,954,0.9,1509119,master only (1)
MissUniverse,0.0028902,346,0.9,1024954,master only (1)
Brittany_broski,0,30,0.9,671720,master only (1)
FormaL,0,134,0.9,864746,master only (1)
AbiRatchford,,,0.9,1170312,master only (1)
jackieaina,0.0130152,461,0.8987342,616416,master only (1)
MollyJongFast,0.0643564,1010,0.897541,545647,master only (1)
joshgad,0.0674653,1586,0.8965517,539531,master only (1)
richardosman,0.0481651,436,0.8965517,908686,master only (1)
JayzTwoCents,0.0396825,126,0.8965517,573264,master only (1)
reallorraine,0.0391608,1430,0.8965517,607354,master only (1)
Castro1021,0.0058423,1027,0.8965517,1124451,master only (1)
MoneyBaggYo,0.0035928,835,0.8965517,890093,master only (1)
thejessicadrake,0.0401189,673,0.8947368,701687,master only (1)
birbigs,0.0357698,643,0.8947368,626248,master only (1)
stoolpresidente,0.0323383,2010,0.8947368,1446057,master only (1)
EclecticMethod,0.0195122,1025,0.8947368,506716,master only (1)
KiDiMusic,0.0144853,1933,0.8947368,572640,master only (1)
AchievementHunt,0.0092166,868,0.8947368,530539,master only (1)
Moz,0.0060423,331,0.8947368,552514,master only (1)
BarstoolBigCat,0.0044955,2002,0.8947368,1052891,master only (1)
queennaija,0,341,0.8947368,992560,master only (1)
NickEh30,0,518,0.8947368,638342,master only (1)
Alyssa_Milano,0.1735206,1994,0.893617,3700711,master only (1)
iam_YCee,0.0068571,1750,0.893617,788490,master only (1)
chefjoseandres,0.1106594,2214,0.8918919,907994,master only (1)
hollyrpeete,0.1170684,2033,0.8913044,622250,master only (1)
Alhamdhulillaah,0.0224189,1695,0.8913044,1099211,master only (1)
rudeboypsquare,0.0096567,2796,0.8913044,1325252,master only (1)
kamaalrkhan,0.2273642,994,0.8909091,5247597,master only (1)
memgrizz,0.006079,329,0.8909091,1101034,master only (1)
bambiblacks_uk,0.0157288,2861,0.8902439,577109,master only (1)
harbhajan_singh,0.310241,664,0.8888889,10455824,master only (1)
RujutaDiwekar,0.2851406,249,0.8888889,599760,master only (1)
SenMutula,0.2417582,182,0.8888889,573910,master only (1)
Asma_Jahangir,0.2277487,382,0.8888889,808602,master only (1)
LarryMadowo,0.1779661,236,0.8888889,1861589,master only (1)
actor_Nikhil,0.1661891,349,0.8888889,1277310,master only (1)
DeShobhaa,0.1381733,427,0.8888889,2690164,master only (1)
SakajaJohnson,0.1203209,374,0.8888889,673116,master only (1)
TheMahiraKhan,0.1196581,234,0.8888889,2469330,master only (1)
jack,0.1143791,306,0.8888889,4552844,master only (1)
_AlexHirsch,0.1044776,67,0.8888889,623837,master only (1)
PeshawarZalmi,0.1043046,604,0.8888889,1053764,master only (1)
GaryValenciano1,0.0957447,282,0.8888889,4080160,master only (1)
Padmasree,0.0753425,146,0.8888889,1445394,master only (1)
realjeffreyross,0.0704545,440,0.8888889,899097,master only (1)
JoeyGraceffa,0.0662983,181,0.8888889,4118110,master only (1)
joelcomm,0.0645969,1997,0.8888889,790435,master only (1)
TheBiancaDelRio,0.0612245,392,0.8888889,664435,master only (1)
RomeshRanga,0.0595745,235,0.8888889,577168,master only (1)
Akademiks,0.0583942,548,0.8888889,1265300,master only (1)
CoolerMaster,0.0496454,141,0.8888889,515783,master only (1)
BrennenTaylor,0.0461538,260,0.8888889,773743,master only (1)
TonyReali,0.0429799,698,0.8888889,780512,master only (1)
marcmaron,0.0416667,360,0.8888889,849264,master only (1)
remodsouza,0.04,25,0.8888889,925369,master only (1)
DarrenDreger,0.0340633,822,0.8888889,1099365,master only (1)
SophieKasaei_,0.0334262,359,0.8888889,914828,master only (1)
jccaylen,0.0327869,61,0.8888889,6794126,master only (1)
daisymarquez_,0.0324544,493,0.8888889,905593,master only (1)
funnyordie,0.0299625,534,0.8888889,13821067,master only (1)
ritika_offl,0.0250896,279,0.8888889,605526,master only (1)
Masandawana,0.0243902,902,0.8888889,695224,master only (1)
dinahjane97,0.0243243,370,0.8888889,2535080,master only (1)
SMii7Y,0.0240964,83,0.8888889,852680,master only (1)
PFTCommenter,0.0231884,1725,0.8888889,750648,master only (1)
Michael_Fabiano,0.0181718,1816,0.8888889,519917,master only (1)
TheRealTank,0.016632,481,0.8888889,588874,master only (1)
davido,0.0165663,664,0.8888889,6735919,master only (1)
rioferdy5,0.0163934,244,0.8888889,10702126,master only (1)
CeeLoGreen,0.0160858,746,0.8888889,1632743,master only (1)
Sibi_Sathyaraj,0.0142857,770,0.8888889,953968,master only (1)
ZerkaaHD,0.0142349,281,0.8888889,1646263,master only (1)
JohnBoyega,0.0139211,431,0.8888889,1656680,master only (1)
KwestaDaKAR,0.0135034,1333,0.8888889,1285739,master only (1)
LukeBryanOnline,0.012945,618,0.8888889,9672877,master only (1)
TylerJCameron3,0.0127389,314,0.8888889,517810,master only (1)
RuPaulsDragRace,0.0106952,935,0.8888889,1069112,master only (1)
robinthicke,0.0095541,628,0.8888889,1076067,master only (1)
SofiaCarson,0.00883,453,0.8888889,828826,master only (1)
KylieJenner,0.008658,231,0.8888889,33748675,matched (3)
danawhite,0.007732,388,0.8888889,5308125,master only (1)
iadorewomen_,0.0065147,307,0.8888889,1502941,master only (1)
jamessmurray,0.0049751,201,0.8888889,1039369,master only (1)
MrSavage,0.0042194,237,0.8888889,560259,master only (1)
spidadmitchell,0.0036496,274,0.8888889,725763,master only (1)
StormyDaniels,0.0033333,300,0.8888889,1114119,master only (1)
CallMeCarsonYT,0,72,0.8888889,1084033,master only (1)
robertmarawa,0.1496526,1871,0.8876405,999155,master only (1)
DebraMessing,0.1112912,1851,0.8866667,636851,master only (1)
Omojuwa,0.0306748,1793,0.8866667,876635,master only (1)
goodbeanalt,0.0456989,372,0.8863636,668988,master only (1)
JacobWhitesides,0.0114155,438,0.8846154,2062022,master only (1)
lookeastwest,0.0015686,2550,0.884058,535724,master only (1)
IvankaTrump,0.1255605,669,0.8823529,8777359,master only (1)
AYCOMEDIAN,0.0906977,430,0.8823529,1486216,master only (1)
Casey,0.0694444,360,0.8823529,2068457,master only (1)
Ebuka,0.056962,632,0.8823529,1114909,master only (1)
msm4rsh,0.0420168,238,0.8823529,786905,master only (1)
Valkyrae,0.0351759,199,0.8823529,630984,master only (1)
chancetherapper,0.0140845,639,0.8823529,8336280,master only (1)
kittyxkum,0.0082136,974,0.8823529,638836,master only (1)
TheMarkHenry,0.0080515,1242,0.8823529,1306026,master only (1)
CarmellaWWE,0.0065646,457,0.8823529,990045,master only (1)
MensaOtabil,0.0053097,565,0.8823529,882151,master only (1)
Bollyhungama,0.0467785,2266,0.8817204,1819278,master only (1)
jadande,0.0969257,2342,0.8809524,615049,master only (1)
TBLightning,0.0034247,584,0.8809524,712113,master only (1)
kimmygrangerxxx,0.0239234,627,0.88,514693,master only (1)
aa9skillz,0.0071023,704,0.88,726123,master only (1)
ANGELAWHITE,0.0192308,468,0.8787879,1208706,master only (1)
mrdanwalker,,,0.8787879,657501,master only (1)
JamesPearceLFC,0.0459482,1197,0.8780488,570808,master only (1)
hankgreen,0.0421456,261,0.8780488,820890,master only (1)
Boity,0.0585384,2682,0.877551,3013878,master only (1)
edgarwright,0.0333872,1857,0.877193,853721,master only (1)
KoinangeJeff,0.0531599,2690,0.8767123,1696680,master only (1)
zaibatsu,0.131638,2674,0.8764045,523238,master only (1)
BankyW,0.2779923,259,0.875,2952978,master only (1)
AdvoBarryRoux,0.210431,2761,0.875,996300,master only (1)
k_satyarthi,0.1865672,134,0.875,2192140,master only (1)
tavleen_singh,0.1471698,795,0.875,620507,master only (1)
sonamakapoor,0.1438721,563,0.875,12944053,master only (1)
nachosarah,0.1363636,66,0.875,518337,master only (1)
russell_kane,0.1303538,537,0.875,656173,master only (1)
itvcorrie,0.124431,659,0.875,1770567,master only (1)
LaidbackLuke,0.0992908,141,0.875,791874,master only (1)
ggreenwald,0.0946832,1373,0.875,1512528,master only (1)
SashaGrey,0.0765766,222,0.875,1381394,master only (1)
SarahMillican75,0.0761905,420,0.875,2096375,master only (1)
shondarhimes,0.0740741,216,0.875,1872177,master only (1)
jonnysun,0.0671937,253,0.875,593026,master only (1)
kipmurkomen,0.0614806,797,0.875,1015325,master only (1)
godsgirl8494,0.0598592,284,0.875,781215,master only (1)
scotthoying,0.0487805,82,0.875,565908,master only (1)
Nadeshot,0.0487106,349,0.875,2677607,master only (1)
meganamram,0.0457746,284,0.875,1171721,master only (1)
notthefakeSVP,0.0394737,76,0.875,2040452,master only (1)
KathleenLights1,0.0382514,183,0.875,686549,master only (1)
lohanthony,0.0332226,301,0.875,1313144,master only (1)
Robbie9Fowler,0.0277778,36,0.875,1135834,master only (1)
egoraptor,0.0246914,243,0.875,1093543,master only (1)
TherealRVD,0.0224525,579,0.875,1075403,master only (1)
FalkenTire,0.0192982,570,0.875,773537,master only (1)
AlexGaskarth,0.0175953,341,0.875,1867520,master only (1)
therealdineo,0.0175,400,0.875,642102,master only (1)
H3CZ,0.0174603,630,0.875,955750,master only (1)
JCrossover,0.0151229,1058,0.875,1426661,master only (1)
alhajitekno,0.0147059,136,0.875,863379,master only (1)
OfficialChip,0.0146341,615,0.875,608525,master only (1)
KCMontero,0.0130719,459,0.875,566550,master only (1)
RealJayWilliams,0.0125523,478,0.875,656325,master only (1)
Cut4,0.0109091,275,0.875,1015758,master only (1)
marsrader,0.0094787,211,0.875,939201,master only (1)
Peruzzi,0.0085752,3032,0.875,829893,master only (1)
shenanigansen,0.0081633,245,0.875,566321,master only (1)
larrayxo,0.0080645,124,0.875,566800,master only (1)
bobmarley,0.0077922,385,0.875,1376998,master only (1)
dolcegabbana,0.0041322,242,0.875,5287339,master only (1)
UglyGod,0,1,0.875,1104129,master only (1)
FightOwensFight,0,109,0.875,1232897,master only (1)
WakaFlocka,0,175,0.875,1921105,master only (1)
lelepons,0,341,0.875,1935754,master only (1)
GuruOfficial,,,0.875,574972,master only (1)
PFTompkins,0.0629119,1669,0.8732395,1251953,master only (1)
KatrinaPierson,0.0758514,1938,0.8717949,593768,master only (1)
madflavor,0.0179718,779,0.8709677,666379,master only (1)
rahulkanwal,0.400722,1939,0.8695652,4521225,master only (1)
AdvBarryRoux,0.0743802,121,0.8695652,742184,master only (1)
zoecello,0.0680191,838,0.8695652,976878,master only (1)
StanCollymore,0.0445986,1009,0.8695652,890381,master only (1)
jennydeluxe,0.0445344,494,0.8695652,705499,master only (1)
afcbournemouth,0.0216963,1014,0.8695652,520291,master only (1)
NicoleScherzy,0.0061511,1138,0.8695652,5381475,master only (1)
djjimmyjatt,0.0283019,1166,0.8679245,914867,master only (1)
jerrysaltz,0.1325235,1811,0.8676471,521841,master only (1)
TerryanneChebet,0.1761658,386,0.8666667,507076,master only (1)
ninagarcia,0.1350906,607,0.8666667,3253236,master only (1)
GretaThunberg,0.1162079,654,0.8666667,4143104,master only (1)
KomalNahta,0.1048689,534,0.8666667,1009205,master only (1)
Boogie2988,0.0508982,334,0.8666667,660226,master only (1)
druidDUDE,0.0501567,957,0.8666667,1321918,master only (1)
mrBobbyBones,0.0389294,822,0.8666667,654633,master only (1)
timminchin,0.0320513,156,0.8666667,1502907,master only (1)
WorldWideWob,0.0283437,1129,0.8666667,543610,master only (1)
OJessicaNigri,0.0200445,449,0.8666667,1190549,master only (1)
ThomasSanders,0.0182584,712,0.8666667,737412,master only (1)
matthewmercer,0.015873,252,0.8666667,611455,master only (1)
isaiahthomas,0.0102564,780,0.8666667,1684845,master only (1)
KwesiArthur_,0.0098361,1525,0.8666667,806424,master only (1)
chrissyteigen,0.0083449,719,0.8666667,12865471,master only (1)
rjmxrell,0.0011192,1787,0.8666667,1777547,master only (1)
ameyaw112,0.0346376,1559,0.8657718,911252,master only (1)
kavita_krishnan,0.2428922,2849,0.8655462,628964,master only (1)
nicekicks,0.0045331,2206,0.8648649,883671,master only (1)
brandi_love,0.0235749,2842,0.8645833,719640,master only (1)
strombo,0.0622914,899,0.8636364,897859,master only (1)
GaryLineker,0.0386029,1088,0.8636364,7599816,master only (1)
TSNBobMcKenzie,0.0308642,810,0.8636364,1630328,master only (1)
OMGitsfirefoxx,0.0165289,1089,0.8636364,594597,master only (1)
SizweDhlomo,0.0327869,61,0.8627451,1385334,master only (1)
garyvee,0.0179087,1731,0.8627451,2164843,master only (1)
SahilBulla,0.1679454,1173,0.862069,1116831,master only (1)
tyleroakley,0.0805861,1092,0.862069,6096964,master only (1)
LFC,0.0163072,1901,0.862069,14569816,master only (1)
StandardMediaKe,,,0.862069,1991817,master only (1)
theneedledrop,0.0185071,1621,0.8611111,693913,master only (1)
Mathieu_Era,0.0111301,1168,0.8611111,1104823,master only (1)
Ma3Route,0.0261584,1338,0.8604061,1190198,master only (1)
DevinCow,0.0161117,931,0.8601036,703131,master only (1)
mattletiss7,0.075188,798,0.86,523032,master only (1)
itsrealwords,0,92,0.8590909,656924,master only (1)
SAMKLEF,0.0184136,2824,0.8585858,543164,master only (1)
priyagupta999,0.4621849,595,0.8571429,644085,master only (1)
swachhbharat,0.3837799,1381,0.8571429,541317,master only (1)
HeroManoj1,0.2740741,405,0.8571429,1448326,master only (1)
denniselazaro,0.2729469,414,0.8571429,609928,master only (1)
atomaraullo,0.2727273,198,0.8571429,2777111,master only (1)
IamSaiDharamTej,0.2102564,195,0.8571429,1940635,master only (1)
DrAlfredMutua,0.2097264,329,0.8571429,876838,master only (1)
TusshKapoor,0.1588448,277,0.8571429,517603,master only (1)
najamsethi,0.1179039,458,0.8571429,3032242,master only (1)
Upworthy,0.1125541,462,0.8571429,511856,master only (1)
Ffs_OMG,0.096423,643,0.8571429,505989,master only (1)
EthanSuplee,0.0955882,136,0.8571429,1026815,master only (1)
sachin_rt,0.0909091,22,0.8571429,32243822,matched (3)
AksharPathak,0.0903955,177,0.8571429,1914521,master only (1)
XiaomiIndia,0.0892308,325,0.8571429,1010304,master only (1)
sundeepkishan,0.0886076,395,0.8571429,663933,master only (1)
rosariodawson,0.0877437,718,0.8571429,670710,master only (1)
UncleBlazer,0.0853659,82,0.8571429,785552,master only (1)
YFNLUCCI,0.083612,299,0.8571429,682392,master only (1)
durjoydatta,0.0820896,134,0.8571429,1086716,master only (1)
iamhamzaabbasi,0.0681818,132,0.8571429,2775577,master only (1)
Rove,0.0666667,195,0.8571429,893958,master only (1)
dicksp8jr,0.0632184,348,0.8571429,660638,master only (1)
FauxPelini,0.0631579,95,0.8571429,670591,master only (1)
YourKoel,0.0630631,111,0.8571429,1288728,master only (1)
ImNotScottySire,0.0588235,51,0.8571429,1788590,master only (1)
tipsofficial,0.0573248,471,0.8571429,1073059,master only (1)
muftimenk,0.0568562,299,0.8571429,5908317,master only (1)
DaleSteyn62,0.0535714,56,0.8571429,3295760,master only (1)
OfficialSLC,0.0535714,336,0.8571429,888448,master only (1)
PhillyD,0.0521978,364,0.8571429,1266586,master only (1)
EllaHughesXXX,0.0511364,176,0.8571429,634575,master only (1)
Rachel__Nichols,0.0504274,1170,0.8571429,1133872,master only (1)
Brand,0.0503145,477,0.8571429,772594,master only (1)
NickGroff_,0.05,160,0.8571429,533569,master only (1)
CMPunk,0.0481928,166,0.8571429,2727060,master only (1)
casspernyovest,0.0464945,2710,0.8571429,2773302,master only (1)
MelissaJoanHart,0.0463215,367,0.8571429,687057,master only (1)
FrankieJGrande,0.0445344,247,0.8571429,1080067,master only (1)
RealMattLucas,0.0418042,909,0.8571429,1183520,master only (1)
BenjiKrol,0.0382166,157,0.8571429,676244,master only (1)
RickyRayment,0.033557,149,0.8571429,668629,master only (1)
codeorg,0.0332681,511,0.8571429,1048301,master only (1)
PAMsLOvE,0.0332226,903,0.8571429,688044,master only (1)
cloakzy,0.0326087,92,0.8571429,1228309,master only (1)
SHO_Shameless,0.0322581,31,0.8571429,520680,master only (1)
HamillHimself,0.0316623,379,0.8571429,3794144,master only (1)
duttypaul,0.0311111,225,0.8571429,1301268,master only (1)
charli_xcx,0.0294118,306,0.8571429,3532603,master only (1)
RealPaigeWWE,0.0289855,483,0.8571429,2572799,master only (1)
_MAXWELL_,0.0288462,104,0.8571429,1181126,master only (1)
JustinRose99,0.0288462,208,0.8571429,918715,master only (1)
ASOS,0.0285714,525,0.8571429,1044482,master only (1)
iambeckyg,0.0260417,576,0.8571429,2737879,master only (1)
Architizer,0.0245399,489,0.8571429,1153046,master only (1)
xtianbautista,0.0240964,166,0.8571429,3422284,master only (1)
wizkhalifa,0.021327,422,0.8571429,36309617,matched (3)
Zedd,0.0199203,251,0.8571429,8091957,master only (1)
dannyworsnop,0.019544,307,0.8571429,590118,master only (1)
Tate,0.0184502,271,0.8571429,4888183,master only (1)
Ripple,0.0182927,164,0.8571429,952845,master only (1)
nataliaxstarr,0.018018,222,0.8571429,677192,master only (1)
ReneeYoungWWE,0.0176817,509,0.8571429,1054582,master only (1)
Nadia_nakai,0.0171629,2855,0.8571429,550387,master only (1)
JDMorgan,0.0168067,119,0.8571429,815954,master only (1)
JoeyEssex_,0.0165289,363,0.8571429,3314204,master only (1)
lootcrate,0.015544,386,0.8571429,549075,master only (1)
AZCardinals,0.0154772,1163,0.8571429,950431,master only (1)
AronsThoughts,0.0147059,136,0.8571429,574109,master only (1)
DoveCameron,0.0144509,346,0.8571429,1701312,master only (1)
fourzer0seven,0.0119048,84,0.8571429,681310,master only (1)
GFuelEnergy,0.0113147,1856,0.8571429,1552106,master only (1)
BryceHall,0.011236,534,0.8571429,622946,master only (1)
SAVEURMAG,0.0109361,2286,0.8571429,676335,master only (1)
halsey,0.0109091,275,0.8571429,12573696,master only (1)
Ronnie2K,0.0106383,470,0.8571429,1289290,master only (1)
TheRealMorrison,0.0104712,191,0.8571429,1059636,master only (1)
guarnaschelli,0.0090144,1664,0.8571429,675935,master only (1)
brittanya187187,0.0086705,346,0.8571429,1121284,master only (1)
SunMusic,0.0082645,968,0.8571429,1415281,master only (1)
Xiaomi,0.0073171,410,0.8571429,2124002,master only (1)
LordMinion777,0.006263,479,0.8571429,849527,master only (1)
AlAhlyEnglish,0.005291,189,0.8571429,2025627,master only (1)
LouyFierce,0.0046838,427,0.8571429,878276,master only (1)
BuffaloSabres,0.0042463,471,0.8571429,867256,master only (1)
JasperDolphin,0.0040486,247,0.8571429,550789,master only (1)
IndianaMBB,0.0019011,526,0.8571429,1081366,master only (1)
texas_patti,0,2,0.8571429,550808,master only (1)
Camila_Cabello,0,80,0.8571429,11332383,master only (1)
austinnotduncan,0,90,0.8571429,565779,master only (1)
Jacquees,0,214,0.8571429,620843,master only (1)
DeJLoaf,0,265,0.8571429,692625,master only (1)
sportrelief,0,417,0.8571429,697974,master only (1)
timthetatman,0,422,0.8571429,1625981,master only (1)
BeforeAfterPixs,,,0.8571429,561439,master only (1)
Saweetie,,,0.8571429,551579,master only (1)
smolAnimalsvid,,,0.8571429,898769,master only (1)
