account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100
TmarTn,,,0.8571429,1699306,master only (1)
DanielNewman,0.0684932,2263,0.855615,978152,master only (1)
sjokz,0.0307018,456,0.8541667,688767,master only (1)
cz_binance,0.0442804,542,0.8536586,513260,master only (1)
FootyHumour,0.0585586,222,0.8529412,979328,master only (1)
gufict,,,0.8518519,742348,master only (1)
GameOverGreggy,0.0236537,1987,0.8510638,1292657,master only (1)
Anele,0.0361364,2961,0.8507463,1249377,master only (1)
KKRiders,0.1536885,488,0.85,4307822,master only (1)
AgentM,0.0221328,497,0.85,1127797,master only (1)
dustinrhodes,0.0142857,910,0.85,687948,master only (1)
akaDaniDaniels,0.0127273,1100,0.85,645569,master only (1)
hootsuite,0.0121359,412,0.85,7834277,master only (1)
Dbacks,0,162,0.85,591468,master only (1)
MEDlCALVIDOEOS,0,7,0.849624,871319,master only (1)
strangerwriters,0.006135,326,0.8478261,590808,master only (1)
adgpi,0.2924282,383,0.8461539,6506964,master only (1)
RandeepHooda,0.1751152,868,0.8461539,754516,master only (1)
DavidNdii,0.1748196,1247,0.8461539,758645,master only (1)
Scaramucci,0.1326973,1153,0.8461539,855409,master only (1)
ProfBrianCox,0.0966387,238,0.8461539,3013925,master only (1)
TheJaclynTaylor,0.0851064,329,0.8461539,1177007,master only (1)
GNev2,0.0652557,567,0.8461539,4254626,master only (1)
GbemiOO,0.0466623,1543,0.8461539,532318,master only (1)
bertkreischer,0.0409556,1465,0.8461539,639695,master only (1)
chelsfergo,0.0407166,1842,0.8461539,564659,master only (1)
AdamRichman,0.0377834,397,0.8461539,627178,master only (1)
SamiYusuf,0.0212766,611,0.8461539,769170,master only (1)
IAMANITABAKER,0.0134995,963,0.8461539,556240,master only (1)
adekunleGOLD,0.0126689,2368,0.8461539,923621,master only (1)
TeamINEOS,0.0110865,451,0.8461539,912537,master only (1)
WeeklyChris,0.0097087,103,0.8461539,1493700,master only (1)
KWESIARTHUR_,,,0.8461539,883755,master only (1)
PierreVLeBrun,0.0290323,1240,0.84375,751219,master only (1)
IAmSteveHarvey,0.0092144,2062,0.84375,4125412,master only (1)
okcthunder,0,79,0.84375,2795748,master only (1)
J4CKMULL,0.0758886,1041,0.8431373,529358,master only (1)
donnabrazile,0.20017,2353,0.8421053,663899,master only (1)
PodSaveAmerica,0.1621622,999,0.8421053,515131,master only (1)
om,0.1309298,527,0.8421053,1353927,master only (1)
khayadlanga,0.1039057,1357,0.8421053,535314,master only (1)
KP24,0.0976059,543,0.8421053,3990260,master only (1)
SAMCRO1968,,,0.8421053,560572,master only (1)
1RealJoeyB,0.0049486,2627,0.8411215,978077,master only (1)
Leratokganyago,0.0301147,2092,0.8409091,1215365,master only (1)
adrianachechik,0.0355191,1098,0.84,743361,master only (1)
HoeZaay,0.1974448,861,0.8387097,1185340,master only (1)
dakotaz,0.0106132,848,0.8387097,1546221,master only (1)
LewisCapaldi,0,20,0.8387097,1145272,master only (1)
jamieoliver,0.0080645,124,0.8378378,6710862,master only (1)
manifestive,0.0132159,1362,0.8372093,1392221,master only (1)
juventusfcen,0.0019145,1567,0.8367347,1916562,master only (1)
Avalanche,0.0055633,719,0.8342857,526589,master only (1)
ShehuSani,0.3390663,814,0.8333333,1263023,master only (1)
_DigitalIndia,0.3228782,542,0.8333333,1348905,master only (1)
xtiandela,0.2754137,846,0.8333333,529440,master only (1)
StateHouseKenya,0.1882845,239,0.8333333,957597,master only (1)
raufaregbesola,0.1688312,308,0.8333333,588365,master only (1)
Itslavanya,0.1641221,262,0.8333333,1101068,master only (1)
KellyannePolls,0.1445783,249,0.8333333,3209435,master only (1)
smkoneru,0.1438597,285,0.8333333,504982,master only (1)
Chinmayi,0.1364205,799,0.8333333,1042580,master only (1)
KimDotcom,0.1353135,303,0.8333333,733204,master only (1)
SethMacFarlane,0.1285141,249,0.8333333,14295829,master only (1)
iamhumayunsaeed,0.1157025,121,0.8333333,781121,master only (1)
rashidkhan_19,0.1153846,52,0.8333333,522285,master only (1)
rockyandmayur,0.1149826,574,0.8333333,1630087,master only (1)
Elif_Safak,0.1136364,308,0.8333333,1674510,master only (1)
TrevWall,0.1111111,126,0.8333333,604342,master only (1)
drdrew,0.1006565,914,0.8333333,2786898,master only (1)
HackedOffHugh,0.0939597,149,0.8333333,561646,master only (1)
anthonypadilla,0.0921053,152,0.8333333,2287360,master only (1)
ShireenMazari1,0.0868762,541,0.8333333,1644800,master only (1)
mermhart,0.0840708,226,0.8333333,2391076,master only (1)
TedRubin,0.0772304,751,0.8333333,532010,master only (1)
chipgaines,0.0769231,65,0.8333333,1061158,master only (1)
CloydRivers,0.0743671,632,0.8333333,1791765,master only (1)
robertherjavec,0.0688525,305,0.8333333,811690,master only (1)
RedmiIndia,0.0650264,569,0.8333333,596631,master only (1)
peteyorn,0.0636364,330,0.8333333,1317698,master only (1)
xtina,0.0607735,181,0.8333333,17042914,master only (1)
GreggJarrett,0.060274,365,0.8333333,609510,master only (1)
lionsdenkxip,0.0599144,701,0.8333333,2122328,master only (1)
iamtbotouch,0.0569106,246,0.8333333,905262,master only (1)
cristinafoxtv,0.0555556,126,0.8333333,580804,master only (1)
ArtBasel,0.0544218,294,0.8333333,737403,master only (1)
CarlyFiorina,0.0540541,148,0.8333333,686675,master only (1)
100Thieves,0.0483871,372,0.8333333,566585,master only (1)
ReallySwara,0.048201,1473,0.8333333,1018032,master only (1)
KennyHamilton,0.046875,256,0.8333333,1941739,master only (1)
desusnice,0.0436364,550,0.8333333,986704,master only (1)
EricTrump,0.0423729,236,0.8333333,3198803,master only (1)
Behzinga,0.0416667,168,0.8333333,1836836,master only (1)
cracked,0.040305,918,0.8333333,848747,master only (1)
dbrand,0.0396825,126,0.8333333,1423727,master only (1)
iHasCupquake,0.0384615,182,0.8333333,752902,master only (1)
CalvinHelin,0.0369822,676,0.8333333,630865,master only (1)
DashBerlin,0.0346021,289,0.8333333,552109,master only (1)
harto,0.0323326,433,0.8333333,1033044,master only (1)
LettersOfNote,0.0315315,222,0.8333333,624881,master only (1)
TheMandyMoore,0.0295858,169,0.8333333,2430276,master only (1)
DolanDark,0.025641,39,0.8333333,1598311,master only (1)
ZacharyLevi,0.0254777,157,0.8333333,697609,master only (1)
Vh1Supersonic,0.0251572,477,0.8333333,624285,master only (1)
CrawfordCollins,0.0237389,337,0.8333333,1124536,master only (1)
expo2020dubai,0.0212766,141,0.8333333,1116320,master only (1)
KELLYROWLAND,0.0212766,235,0.8333333,6946950,master only (1)
liamgallagher,0.019544,307,0.8333333,3378022,master only (1)
PearlThusi,0.0194175,618,0.8333333,2347332,master only (1)
OffsetYRN,0.0192308,416,0.8333333,2867130,master only (1)
therealredman,0.0187793,213,0.8333333,679776,master only (1)
aaroncarter,0.0186335,161,0.8333333,630122,master only (1)
HEELZiggler,0.0172811,868,0.8333333,2844877,master only (1)
ScuderiaFerrari,0.0151515,396,0.8333333,2583436,master only (1)
topislamicnet,0.0145985,137,0.8333333,624202,master only (1)
RuPaul,0.0145278,413,0.8333333,1426870,master only (1)
TG3II,0.0144231,208,0.8333333,737685,master only (1)
ASAPMOB,0.0143678,348,0.8333333,667358,master only (1)
ShannonSharpe,0.0134953,741,0.8333333,1146076,master only (1)
GordonRamsay,0.013468,297,0.8333333,7418230,master only (1)
Zenande_Mcfen,0.0134228,298,0.8333333,1008102,master only (1)
ColinCowherd,0.0132939,677,0.8333333,1488665,master only (1)
grav3yardgirl,0.0130719,153,0.8333333,849912,master only (1)
DHONIism,0.0127226,393,0.8333333,976334,master only (1)
TSM_Myth,0.0121359,412,0.8333333,2100642,master only (1)
Fender,0.0119522,251,0.8333333,665404,master only (1)
cinnamontoastk,0.0116279,86,0.8333333,3215581,master only (1)
TeannaTrump,0.011236,89,0.8333333,890538,master only (1)
NjwaLatif,0.0097324,411,0.8333333,1415997,master only (1)
shots,0.0096154,208,0.8333333,767827,master only (1)
RonKillings,0.0093023,645,0.8333333,1718973,master only (1)
francescalexxx,0.0091324,657,0.8333333,541801,master only (1)
JennaLynnMeowri,0.0060606,165,0.8333333,614088,master only (1)
blobyblo,0.0054645,183,0.8333333,2260007,master only (1)
HighDistortion,0.0041841,239,0.8333333,661964,master only (1)
BrandonRowland,0,21,0.8333333,681884,master only (1)
FaZeApex,0,29,0.8333333,2473738,master only (1)
AngelaSimmons,0,159,0.8333333,1249335,master only (1)
Radeon,0,175,0.8333333,655925,master only (1)
moodvintage,0,264,0.8333333,523353,master only (1)
AnkushLoveUAll,,,0.8333333,513713,master only (1)
CuteEmergency,,,0.8333333,10225157,master only (1)
DuceBaily,,,0.8333333,958472,master only (1)
kizzabesigye1,,,0.8333333,519648,master only (1)
namelesstv,,,0.8333333,2025302,master only (1)
Obi_Obadike,,,0.8333333,653888,master only (1)
SarahBaska,,,0.8333333,505408,master only (1)
HermaineM,0.0094017,2340,0.8319672,684917,master only (1)
Kagaguhan,,,0.8309859,663507,master only (1)
Nigella_Lawson,0.0928433,517,0.8301887,2675137,master only (1)
Pamaj,0.0149701,1002,0.8301887,1189919,master only (1)
TayeDiggs,0.0748231,2967,0.8292683,646307,master only (1)
KhuliChana,0.0397287,1032,0.8292683,795512,master only (1)
Suns,0,110,0.8292683,1120115,master only (1)
41Strange,,,0.8292683,1028710,master only (1)
FinMinIndia,0.2767793,2782,0.8285714,1965122,master only (1)
NITIAayog,0.411967,1454,0.8275862,1892583,master only (1)
GlblCtzn,0.164306,1765,0.8275862,524563,master only (1)
LindseyPelas,0.0213864,1356,0.8260869,1143686,master only (1)
JenCarfagno,0.0178117,786,0.8260869,988217,master only (1)
lilpapivoni,0.0158613,2711,0.8260869,969624,master only (1)
NetNobody,,,0.8260869,2005003,master only (1)
hvgoenka,0.1944075,751,0.825,1574044,master only (1)
nntaleb,0.0963046,893,0.825,593850,master only (1)
Actor_Vijay,0.039807,2487,0.825,1088622,master only (1)
DonCheadle,0.0346442,2136,0.825,837786,master only (1)
esa,0.0780632,1012,0.8235294,1084475,master only (1)
incredibleindia,0.0506667,375,0.8235294,2442797,master only (1)
gregjames,0.039886,351,0.8235294,1633144,master only (1)
RickyPDillon,0.027027,222,0.8235294,3787454,master only (1)
Ginger_Zee,0.0200957,1045,0.8235294,2336509,master only (1)
DaleJr,0.0150463,864,0.8235294,2534262,master only (1)
Crimsix,0.0122699,489,0.8235294,837473,master only (1)
baraju_SuperHit,0.1407266,2615,0.8225806,534237,master only (1)
utahjazz,0.0109569,1369,0.8222222,993686,master only (1)
CordeiroRick,0.0359684,2530,0.8208955,582244,master only (1)
JAYVERSACE,0.0185811,592,0.8205128,1528159,master only (1)
smitaprakash,0.2677126,1976,0.82,790500,master only (1)
soniandtv,0.3213257,694,0.8181818,843955,master only (1)
sherryrehman,0.264107,1719,0.8181818,1133371,master only (1)
RajatSharmaLive,0.1527273,550,0.8181818,5288041,master only (1)
_RavinderSingh_,0.1277056,462,0.8181818,1175662,master only (1)
Mike_IMC,0.1146497,1256,0.8181818,622297,master only (1)
PreetBharara,0.0992126,635,0.8181818,1319620,master only (1)
swastika24,0.0970395,608,0.8181818,605678,master only (1)
trevorgumbi,0.0778947,475,0.8181818,573074,master only (1)
XplodingUnicorn,0.0669456,478,0.8181818,1115041,master only (1)
oliviawilde,0.0564516,248,0.8181818,1775754,master only (1)
trishstratuscom,0.052795,322,0.8181818,1224692,master only (1)
CharlieDof93,0.0469799,298,0.8181818,598135,master only (1)
iamcardib,0.0406321,443,0.8181818,11931340,master only (1)
JohnCleese,0.0339213,737,0.8181818,5738780,master only (1)
kj_fetishmodel,0.0295139,576,0.8181818,724315,master only (1)
SimplyAJ10,0.0241228,456,0.8181818,529301,master only (1)
x_summers,0.0150442,1130,0.8181818,1240289,master only (1)
FBE,0.014652,273,0.8181818,899204,master only (1)
NickSwagyPYoung,0.01417,494,0.8181818,515382,master only (1)
anirudhofficial,0.0122951,244,0.8181818,7386097,master only (1)
DogBountyHunter,0.010101,396,0.8181818,662326,master only (1)
Natuky85,0.0076433,2355,0.8181818,521623,master only (1)
KicchaSudeep,0.0021053,475,0.8181818,2365705,master only (1)
KatGraham,,,0.8181818,1875389,master only (1)
Thelnteresting,0,277,0.817757,1288792,master only (1)
4669beaches,0.0011723,1706,0.8157895,538731,master only (1)
priyankac19,0.1715328,1096,0.8148148,1016491,master only (1)
TFLN,0.0193527,2997,0.8148148,3713006,master only (1)
TiwaSavage,0.0150094,1066,0.8148148,3997862,master only (1)
ShoMadjozi,0.0041152,243,0.8148148,595929,master only (1)
Greenpeace,0.1849148,2466,0.8125,1885399,master only (1)
loyisogola,0.0315789,475,0.8125,1081820,master only (1)
joshuawongcf,,,0.8125,544422,master only (1)
JOEL9ONE,0.0170068,882,0.8113208,656487,master only (1)
sixers,0.008008,999,0.8108108,1894805,master only (1)
warriors,0.004298,1396,0.8108108,6480223,master only (1)
MbalulaFikile,0.2431931,1616,0.8095238,2095820,master only (1)
Karabo_Mokgoko,0.0477889,1402,0.8095238,1885484,master only (1)
WileyUK,,,0.8095238,501061,master only (1)
IamMayorKun,0.0181291,2758,0.8089887,1100914,master only (1)
ochocinco,0.0142959,2798,0.8080808,3348475,master only (1)
PremiumTimesng,0.1602694,2970,0.8076923,1370831,master only (1)
SamChampion,0.0715268,727,0.8076923,534223,master only (1)
janemarielynch,0.0697674,1892,0.8076923,1784392,master only (1)
rgay,0.0287278,731,0.8076923,707739,master only (1)
Censor,0.0111732,179,0.8076923,1349389,master only (1)
_PowerOfEXOLs,,,0.8076923,652219,master only (1)
honigstein,,,0.8076923,502653,master only (1)
MAS,,,0.8070176,1775131,master only (1)
RanaAyyub,0.1135574,1726,0.8064516,1114105,master only (1)
sheetz,,,0.80625,521064,master only (1)
RealDLHughley,0.1188679,2650,0.8051948,523672,master only (1)
Lin_Manuel,0.0244565,1104,0.8048781,3142782,master only (1)
ahmednasirlaw,0.1390959,2013,0.8043478,967947,master only (1)
MsAbigailMac,0.0197425,1165,0.8039216,544095,master only (1)
yemialadee,,,0.8035714,510697,master only (1)
ManCity,0.0049041,2243,0.8032787,7951287,master only (1)
MattHDGamer,0.0027816,1438,0.8030303,804747,master only (1)
ntvkenya,0.0656934,548,0.8026756,2495965,master only (1)
cutelmgs,0.005291,189,0.8016878,621393,master only (1)
SinghLions,0.5389611,308,0.8,1557850,master only (1)
adventuregirl,0.4666667,75,0.8,1198758,master only (1)
FRANCE24,0.4363852,2523,0.8,3390167,master only (1)
davidkau1,0.3131749,463,0.8,804333,master only (1)
NIMHgov,0.3055556,360,0.8,1173355,master only (1)
mymalishka,0.2989418,378,0.8,1353813,master only (1)
IrfanPathan,0.2677165,127,0.8,5000735,master only (1)
PandaJay,0.2464539,564,0.8,517895,master only (1)
MikaSingh,0.2314815,324,0.8,4202314,master only (1)
Shankar_Live,0.2,115,0.8,2324436,master only (1)
ShatruganSinha,0.1679688,256,0.8,689578,master only (1)
AUThackeray,0.153481,632,0.8,2479503,master only (1)
TheBanat,0.1210526,190,0.8,948697,master only (1)
sapanv,0.1126761,213,0.8,1624404,master only (1)
DeepakChopra,0.1120332,723,0.8,3287179,master only (1)
Matthiasiam,0.1071429,28,0.8,509220,master only (1)
varusarath,0.1069519,187,0.8,1250609,master only (1)
DepEd_PH,0.0971223,278,0.8,3651534,master only (1)
loosewomen,0.0951557,578,0.8,656131,master only (1)
TheDeenShow,0.0901961,255,0.8,1024417,master only (1)
Nicolette_Shea,0.0817717,587,0.8,2289119,master only (1)
MBawumia,0.0793651,63,0.8,738749,master only (1)
toddcarey,0.0791367,139,0.8,1830250,master only (1)
goonj,0.0718232,181,0.8,1034727,master only (1)
MrJamesMay,0.0697674,43,0.8,3127009,master only (1)
TinieTempah,0.0697115,416,0.8,1754101,master only (1)
joerogan,0.0689655,290,0.8,6068268,master only (1)
Vangsness,0.0642002,919,0.8,640923,master only (1)
DrunkenTigerJK,0.0630769,650,0.8,557914,master only (1)
_beadel,0.0614035,114,0.8,600415,master only (1)
yunamusic,0.0603015,199,0.8,2482872,master only (1)
chrishoy,0.0598291,234,0.8,688392,master only (1)
JayMcGuiness,0.059322,118,0.8,757233,master only (1)
therealJuliaAnn,0.0592593,405,0.8,579821,master only (1)
MettaWorld37,0.058642,324,0.8,660238,master only (1)
JozyAltidore,0.058296,223,0.8,906939,master only (1)
GWirjawan,0.0549451,91,0.8,1050174,master only (1)
TheBorisBecker,0.0546624,311,0.8,683948,master only (1)
MegsDeAngelis,0.0527778,360,0.8,1959543,master only (1)
Tobjizzle,0.0507246,138,0.8,1951777,master only (1)
howiemandel,0.0503282,457,0.8,824131,master only (1)
wyclef,0.05,80,0.8,3948933,master only (1)
MissyXMartinez,0.0470588,340,0.8,547768,master only (1)
BeNiceNatasha,0.0422886,402,0.8,605002,master only (1)
thenoelmiller,0.0421053,190,0.8,771370,master only (1)
raimasen,0.0418605,215,0.8,1284611,master only (1)
FrankIero,0.0394089,203,0.8,692091,master only (1)
TonyRobbins,0.0388601,386,0.8,3166051,master only (1)
hopesolo,0.0384615,260,0.8,1185271,master only (1)
somizi,0.0373832,214,0.8,2003877,master only (1)
BenPhillipsUK,0.0373444,241,0.8,654185,master only (1)
ShirleySetia,0.035461,141,0.8,1388084,master only (1)
mariolopezviva,0.0346232,491,0.8,1397550,master only (1)
DeRayDavis,0.0342246,935,0.8,848078,master only (1)
marshmellomusic,0.0326797,153,0.8,2268315,master only (1)
DGreen_14,0.0298507,201,0.8,624459,master only (1)
SheRatesDogs,0.0292398,171,0.8,514789,master only (1)
cesc4official,0.0277778,216,0.8,10020120,master only (1)
Vikkstar123,0.0263158,228,0.8,2193416,master only (1)
BombayBicycle,0.025974,231,0.8,733707,master only (1)
melissafumero,0.0255102,196,0.8,621172,master only (1)
IamReminisce,0.0245098,204,0.8,791628,master only (1)
DangeRussWilson,0.0227273,176,0.8,5493927,master only (1)
Mythical,0.0224719,178,0.8,849774,master only (1)
BenAndBenMusic,0.0209205,239,0.8,975764,master only (1)
thatsbellayt,0.0197183,355,0.8,611787,master only (1)
ericprydz,0.0192719,467,0.8,922071,master only (1)
KianAndJc,0.0185185,108,0.8,1277168,master only (1)
KevinHart4real,0.0182482,274,0.8,36328034,matched (3)
Wes10,0.0176991,113,0.8,644366,master only (1)
Interscope,0.0176322,1191,0.8,770853,master only (1)
TRINArockstarr,0.0157171,1018,0.8,2270156,master only (1)
OMGitsAliA,0.0150943,265,0.8,2487308,master only (1)
codyko,0.0148148,135,0.8,1817428,master only (1)
yvonnenelsongh,0.0147601,271,0.8,1435166,master only (1)
direklauren,0.0136986,73,0.8,610848,master only (1)
HIDEO_KOJIMA_EN,0.0124178,1369,0.8,2915127,master only (1)
McLarenF1,0.0123457,729,0.8,1927828,master only (1)
TheDappy,0.0118343,169,0.8,777036,master only (1)
LaurenJauregui,0.0114449,699,0.8,4267672,master only (1)
WashWizards,0.0113972,2369,0.8,1055586,master only (1)
TeamJuJu,0.0106383,94,0.8,1103823,master only (1)
loleu,0.01,200,0.8,2116015,master only (1)
officialchilli,0.0090498,221,0.8,830096,master only (1)
heidiklum,0.0086207,348,0.8,5118360,master only (1)
Neelofa,0.008589,815,0.8,2655264,master only (1)
kookpiics,0.008285,1207,0.8,1042439,master only (1)
BIGKRIT,0.0071942,139,0.8,752659,master only (1)
LycaProductions,0.0070922,141,0.8,543703,master only (1)
DojaCat,0.0049751,201,0.8,1000674,master only (1)
whoismrrobot,0,2,0.8,521341,master only (1)
TasiasWord,0,27,0.8,725729,master only (1)
Bamboomusiclive,0,75,0.8,690242,master only (1)
Jamiebower,0,115,0.8,813673,master only (1)
SommerRay,0,126,0.8,1092841,master only (1)
HaileeSteinfeld,0,202,0.8,1098248,master only (1)
nuggets,0,289,0.8,970248,master only (1)
porterrobinson,0,289,0.8,673826,master only (1)
archanakalpathi,,,0.8,899517,master only (1)
filipinoflash,,,0.8,815202,master only (1)
HeathSlaterOMRB,,,0.8,700601,master only (1)
ijakecuenca,,,0.8,877050,master only (1)
KinaataGh,,,0.8,532942,master only (1)
marlo_mortel,,,0.8,749238,master only (1)
Mrwhosetheboss,,,0.8,564238,master only (1)
Natasha_Thahane,,,0.8,1549480,master only (1)
Officialneha,,,0.8,1614450,master only (1)
olamide_YBNL,,,0.8,2907120,master only (1)
OzzyOsbourne,,,0.8,5340055,master only (1)
rammadhavbjp,,,0.8,956316,master only (1)
rauldemolina,,,0.8,1285825,master only (1)
smoss,,,0.8,3062069,master only (1)
YUVSTRONG12,,,0.8,4749013,master only (1)
ZackRyder,,,0.8,2229348,master only (1)
zoieburgher,,,0.8,547509,master only (1)
Mzansimagic,0.0376407,2577,0.7977528,600828,master only (1)
Itswiselearning,0,33,0.7972028,835609,master only (1)
ERNESTZorro,,,0.7956989,752838,master only (1)
officialmcafee,0.1654135,133,0.7956204,1086446,master only (1)
talk2GLOBE,,,0.7954546,1227923,master only (1)
LILBTHEBASEDGOD,0.0068376,1170,0.7949791,1371573,master only (1)
GHOneTV,0.1690037,1355,0.7941176,799539,master only (1)
Jimparedes,0.2058408,2123,0.7936508,1732879,master only (1)
kwawkese,0.044757,782,0.7931035,609848,master only (1)
michellevisage,0.0250557,1796,0.7926829,581605,master only (1)
FarahKhanAli,0.1962533,2242,0.7916667,702050,master only (1)
PadmaLakshmi,0.0717439,906,0.7916667,663679,master only (1)
Iyanya,0.0227992,1579,0.7916667,1189671,master only (1)
HYPEX,0,379,0.7916667,831129,master only (1)
ReggieRockstone,,,0.7916667,852824,master only (1)
6BillionPeople,0.1764706,476,0.7894737,2316471,master only (1)
chelseaperetti,0.1530612,2058,0.7894737,1440606,master only (1)
jaavedjaaferi,0.1281619,593,0.7894737,890274,master only (1)
KollywoodCinima,0.0688733,2991,0.7894737,635587,master only (1)
akaworldwide,0.0084439,2487,0.7894737,4468843,master only (1)
deepestmsg,,,0.7894737,577007,master only (1)
andylassner,0.1276446,1418,0.7878788,512445,master only (1)
BreadBoi,0.0063247,1423,0.7878788,592876,master only (1)
RealBlackCoffee,0.039323,2009,0.7872341,3191019,master only (1)
GabbbarSingh,0.1057564,747,0.7868853,1340569,master only (1)
ArjunVagale,0.1189711,311,0.7857143,629205,master only (1)
JaydenCole,0.0768049,651,0.7857143,531040,master only (1)
MannyMua733,0.0603908,563,0.7857143,1509473,master only (1)
Laura88Lee,0.0540541,259,0.7857143,534021,master only (1)
MaheshBabu_FC,0.0519481,462,0.7857143,506233,master only (1)
langleav,0.035461,141,0.7857143,506625,master only (1)
CrankGameplays,0.0267062,337,0.7857143,560058,master only (1)
elijahwood,0.0260223,538,0.7857143,904075,master only (1)
troyesivan,0.0246305,203,0.7857143,9366580,master only (1)
jazzyb,0.0186199,913,0.7857143,1015353,master only (1)
stonebwoyb,0.0182403,932,0.7857143,1657827,master only (1)
doddleoddle,0.0181818,330,0.7857143,1054908,master only (1)
AnneMarie,0.0169492,649,0.7857143,690033,master only (1)
VastGG,0.0054348,368,0.7857143,619547,master only (1)
AnnieMac,,,0.7857143,695667,master only (1)
choi_bts2,,,0.7857143,545985,master only (1)
TheLifeDiaries,0,18,0.7854406,3449880,master only (1)
MirchiSayema,,,0.7837838,814678,master only (1)
MoHFW_INDIA,0.8230543,2724,0.7826087,1762553,master only (1)
pbhushan1,0.197931,1450,0.7826087,1621627,master only (1)
poonam_mahajan,0.1800468,1283,0.7826087,704765,master only (1)
greggrunberg,0.0484848,990,0.7826087,1286605,master only (1)
paulscheer,0.0414365,362,0.7826087,827466,master only (1)
ArianaGrande,0.0076142,394,0.7826087,74036655,matched (3)
bateson87,0.0071502,979,0.7826087,652176,master only (1)
ClixHimself,0.0015949,627,0.7826087,680653,master only (1)
BrentSpiner,,,0.7826087,1404983,master only (1)
CodyRhodes,,,0.7826087,973153,master only (1)
sherylunderwood,0.0238374,2559,0.7820513,1113570,master only (1)
SacramentoKings,0.0238095,126,0.78125,1081981,master only (1)
gauravcsawant,0.3105968,821,0.7777778,1425866,master only (1)
PiyushGoyalOffc,0.2530756,569,0.7777778,983175,master only (1)
Scavino45,0.2185061,897,0.7777778,627375,master only (1)
juniorbachchan,0.1614907,161,0.7777778,14944265,master only (1)
RichardDawkins,0.083871,310,0.7777778,2913470,master only (1)
SarahKSilverman,0.0693374,649,0.7777778,12616441,master only (1)
sammytellem,0.0693069,101,0.7777778,610561,master only (1)
real1,0.0666667,495,0.7777778,543382,master only (1)
JackieChristie,0.0617978,356,0.7777778,522698,master only (1)
LiveKellyRyan,0.0363636,605,0.7777778,905123,master only (1)
starmagicphils,0.0356704,813,0.7777778,1629108,master only (1)
iamrobertdobbs,0.0295858,169,0.7777778,1686451,master only (1)
markhoppus,0.0278884,251,0.7777778,2842173,master only (1)
Thando_Thabethe,0.0262172,1068,0.7777778,1411025,master only (1)
dearra,0.0236052,466,0.7777778,1252142,master only (1)
KhadiDon,0.0235294,85,0.7777778,753455,master only (1)
taylorcaniff,0.0188679,106,0.7777778,2789623,master only (1)
EFYA_Nokturnal,0.0180542,1994,0.7777778,1439694,master only (1)
Meghan_Trainor,0.0125261,479,0.7777778,2143937,master only (1)
simonschuster,0.0115207,434,0.7777778,700128,master only (1)
CDNThe3rd,0.010101,198,0.7777778,532407,master only (1)
lauvsongs,0.0096852,413,0.7777778,967871,master only (1)
TSM,0.007732,388,0.7777778,2058492,master only (1)
GOT7_JYP,0.0074074,945,0.7777778,681926,master only (1)
YoGotti,0.004386,684,0.7777778,1833006,master only (1)
DrLupo,0.0032103,623,0.7777778,1635392,master only (1)
FaithReeI,,,0.7777778,524050,master only (1)
lilyallen,,,0.7777778,5505080,master only (1)
PabiMoloi,,,0.7777778,749472,master only (1)
nikkibenz,0.0659938,1288,0.7758621,938690,master only (1)
itisprashanth,0.1398467,2610,0.7755102,534768,master only (1)
abhijitmajumder,0.1873654,1393,0.775,546042,master only (1)
FCBayernEN,0.0113996,1579,0.7741935,1170507,master only (1)
Ambitiouz_Ent,,,0.7741935,561302,master only (1)
Julius_S_Malema,,,0.7741935,3004232,master only (1)
EscandaloPubico,,,0.7737143,513995,master only (1)
OskidoIBelieve,0.067217,848,0.7727273,956163,master only (1)
JerryLawler,0.0086768,922,0.7727273,1439536,master only (1)
DavidRoads,,,0.7727273,2313529,master only (1)
workwthecoach,,,0.7727273,1009654,master only (1)
TeniEntertainer,0.056785,2395,0.7714286,574469,master only (1)
NehaDhupia,0.0479846,521,0.7692308,2705463,master only (1)
elonmusk,0.0456432,241,0.7692308,33983668,matched (3)
Gerrard8FanPage,0.0255009,549,0.7692308,630525,master only (1)
TorreySmithWR,0.0210158,1142,0.7692308,600163,master only (1)
ramjowrites,0.02,250,0.7692308,599447,master only (1)
Mongraal,0.0083333,240,0.7692308,878458,master only (1)
DukeMBB,0.0025126,796,0.7692308,2236624,master only (1)
AnubisPromo,0,272,0.7692308,550068,master only (1)
E_L_James,,,0.7692308,1238691,master only (1)
KeiranLee,,,0.7692308,592489,master only (1)
zlj517,0.3560776,2682,0.7681159,627941,master only (1)
waglenikhil,0.2695991,2819,0.7681159,876044,master only (1)
ramichuene,0.1247357,473,0.7674419,562890,master only (1)
Karma_Rx,,,0.7674419,500137,master only (1)
ZaynsCore,0,7,0.7671756,880494,master only (1)
larryelder,0.2417154,1539,0.7666667,676100,master only (1)
devduttmyth,0.078629,1488,0.7662337,742070,master only (1)
MapsMaponyane,0.1101695,590,0.7647059,1257533,master only (1)
fawadchaudhry,0.1018041,776,0.7647059,3097966,master only (1)
tldtoday,0.0574324,296,0.7647059,525012,master only (1)
nlyonne,0.0515173,1417,0.7647059,526550,master only (1)
kuliroberts,0.0288925,623,0.7647059,558690,master only (1)
jennajameson,0.0272727,110,0.7647059,766508,master only (1)
Amouranth,0.0222672,494,0.7647059,632882,master only (1)
