account_handle,COVID_tweet,total_tweets_from_feb1_to_may30,perc_en,max_followers,merged_top100
carterreynolds,0.025,160,1,2827123,master only (1)
gtbank,0.025,200,1,1589364,master only (1)
LanaRhoades,0.025,240,1,1186895,master only (1)
titoortiz,0.025,240,1,562208,master only (1)
Playboy,0.0249377,401,1,1631365,master only (1)
emmerdale,0.0248344,604,1,1264599,master only (1)
SalVulcano,0.0247934,121,1,1099443,master only (1)
JeffreyHayzlett,0.024735,283,1,584873,master only (1)
parenting,0.0246914,81,1,2013351,master only (1)
rascalflatts,0.0246914,81,1,1783555,master only (1)
davidwarner31,0.0246914,162,1,1980810,master only (1)
H2ODelirious,0.0245614,285,1,4349795,master only (1)
Soundsultan,0.0244141,1024,1,981522,master only (1)
adidasHoops,0.0243902,41,1,557208,master only (1)
christiand,0.0243902,41,1,1309105,master only (1)
reymysterio,0.0243902,41,1,2358074,master only (1)
sautisol,0.0243309,411,1,818570,master only (1)
Cudlitz,0.0241935,124,1,704950,master only (1)
frogdesign,0.0241935,124,1,545651,master only (1)
ESPNNBA,0.0241884,3142,1,6571345,master only (1)
AROD,0.0240385,208,1,1291051,master only (1)
kmichelle,0.0240385,416,1,1687199,master only (1)
IrishRugby,0.0240334,957,1,779433,master only (1)
PeterPsquare,0.024024,333,1,2436837,master only (1)
FA,0.0239726,292,1,2024341,master only (1)
Tronfoundation,0.0239521,835,1,509157,master only (1)
30SECONDSTOMARS,0.0239234,209,1,1927040,master only (1)
TomFletcher,0.0239234,209,1,1324160,master only (1)
DeenaNicoleMTV,0.0238663,419,1,1469856,master only (1)
twentyonepilots,0.0238095,42,1,4099179,master only (1)
Lazarbeam,0.0238095,126,1,1008348,master only (1)
karrueche,0.0238095,168,1,841617,master only (1)
SympLySimi,0.0236531,1522,1,2286383,master only (1)
AlyciaTyre,0.0236101,1313,1,629063,master only (1)
SpeakComedy,0.0235849,424,1,2270868,master only (1)
eddieizzard,0.0235294,170,1,4495768,master only (1)
reginae_carter1,0.0235294,255,1,878315,master only (1)
JalenRose,0.0235294,340,1,1787339,master only (1)
adamlambert,0.0233918,171,1,2464243,master only (1)
shreyaghoshal,0.0233766,385,1,7033471,master only (1)
LanaWWE,0.0233645,428,1,1195601,master only (1)
DONJAZZY,0.0233236,686,1,4652652,master only (1)
eentertainment,0.0233144,1587,1,3763861,master only (1)
seventeen,0.0232886,1417,1,1341274,master only (1)
Calum5SOS,0.0232558,43,1,7214160,master only (1)
nasahqphoto,0.0232558,43,1,2607004,master only (1)
Statusbrew,0.0232558,43,1,2362203,master only (1)
StephenMerchant,0.0232558,43,1,634835,master only (1)
MaximMag,0.0232099,2025,1,514141,master only (1)
TEDx,0.0232068,474,1,552941,master only (1)
ronanofficial,0.0231214,173,1,509761,master only (1)
NatGeoTravel,0.023088,693,1,7137914,master only (1)
billburr,0.0230769,260,1,1444879,master only (1)
G2A_com,0.0230179,391,1,734763,master only (1)
KirkoBangz,0.0229885,174,1,709844,master only (1)
FashionCanada,0.0229299,785,1,690750,master only (1)
benstokes38,0.0229008,131,1,745971,master only (1)
Michael5SOS,0.0229008,131,1,10416802,master only (1)
yandysmith,0.0229008,262,1,883295,master only (1)
FinnBalor,0.0227273,88,1,1476753,master only (1)
camerondallas,0.0227273,132,1,15904791,master only (1)
WuTangClan,0.0227273,220,1,696630,master only (1)
beatport,0.022695,705,1,641689,master only (1)
Allure_magazine,0.0226358,1988,1,576616,master only (1)
AndroidAuth,0.0226308,2828,1,1071794,master only (1)
patorankingfire,0.0225806,310,1,2114523,master only (1)
erwanheussaff,0.0225564,133,1,1537364,master only (1)
IAmAlanWalker,0.0224719,178,1,711745,master only (1)
Nasty_CSA,0.0224719,267,1,1538597,master only (1)
Discovery,0.0224719,712,1,8662088,master only (1)
SecretService,0.0223881,134,1,879716,master only (1)
OfficialHIMYM,0.0222222,45,1,922115,master only (1)
theflaminglips,0.0222222,45,1,981693,master only (1)
vincenzonibali,0.0222222,45,1,580245,master only (1)
ZooeyDeschanel,0.0222222,45,1,6205326,master only (1)
MikePosner,0.0222222,90,1,719730,master only (1)
ParamountPics,0.0222222,90,1,3213472,master only (1)
BBNaija,0.0222222,135,1,628164,master only (1)
Matt_Barnes22,0.0222222,135,1,545903,master only (1)
TraceeEllisRoss,0.0222222,180,1,1227190,master only (1)
GuyFieri,0.0222222,270,1,3426936,master only (1)
AIGAdesign,0.0221519,316,1,532171,master only (1)
shortyawards,0.0221239,226,1,627237,master only (1)
VickiChase,0.022082,317,1,704618,master only (1)
Timbaland,0.0220751,453,1,1595548,master only (1)
G_Eazy,0.0220588,136,1,3623180,master only (1)
JheneAiko,0.0220588,272,1,2381003,master only (1)
jesusculture,0.0220264,227,1,648828,master only (1)
levie,0.0220264,227,1,2442397,master only (1)
themichaelowen,0.021978,91,1,3834360,master only (1)
MercedesBenzUSA,0.021978,364,1,774524,master only (1)
BrookeLVincent,0.0217391,46,1,573950,master only (1)
LennyKravitz,0.0217391,46,1,4958080,master only (1)
tobymac,0.0217391,92,1,628849,master only (1)
Zoosk,0.0217391,92,1,505196,master only (1)
VickieGuerrero,0.021645,231,1,794526,master only (1)
tanamongeau,0.0215589,1206,1,2299687,master only (1)
britishlibrary,0.0215517,232,1,1907406,master only (1)
MeanAnimals,0.0215054,93,1,512805,master only (1)
ApplePodcasts,0.0215054,186,1,557499,master only (1)
Iceprincezamani,0.0215054,279,1,2493366,master only (1)
TPAIN,0.0214592,466,1,1212665,master only (1)
MissAmyChilds,0.0214286,140,1,1369072,master only (1)
NCIS_CBS,0.0214286,140,1,1086866,master only (1)
ZachLowe_NBA,0.0214008,514,1,833846,master only (1)
dpanabaker,0.0213904,187,1,760776,master only (1)
BunBTrillOG,0.0213675,234,1,1114535,master only (1)
Alistairovereem,0.0212766,47,1,504330,master only (1)
DierksBentley,0.0212766,47,1,2674492,master only (1)
RanaDaggubati,0.0212766,47,1,5918773,master only (1)
RealTristan13,0.0212766,47,1,669054,master only (1)
bobatl,0.0212766,94,1,2109404,master only (1)
Dodge,0.0212766,94,1,934074,master only (1)
emmachamberlain,0.0212766,94,1,2788454,master only (1)
FunnyVines,0.0212766,94,1,2177830,master only (1)
Jeep,0.0212766,94,1,1024769,master only (1)
derekhough,0.0212766,141,1,834138,master only (1)
MelissaPonzio1,0.0212766,141,1,599909,master only (1)
sza,0.0212766,141,1,3224248,master only (1)
DaveRamsey,0.021164,189,1,952742,master only (1)
E4Chelsea,0.021164,189,1,614692,master only (1)
disclosure,0.0211268,142,1,577903,master only (1)
GroovyBruce,0.0211268,142,1,518672,master only (1)
thebeatles,0.0211268,284,1,3740458,master only (1)
DaBabyDaBaby,0.0210526,95,1,1684338,master only (1)
imLucyWatson,0.0210526,95,1,869511,master only (1)
armani,0.020979,143,1,3475033,master only (1)
GloriaEstefan,0.020979,143,1,544609,master only (1)
SaraSampaio,0.020979,143,1,915698,master only (1)
gameinformer,0.0209424,764,1,2371535,master only (1)
brainpicker,0.0209205,1673,1,915025,master only (1)
Londonist,0.0208779,1868,1,1383573,master only (1)
EzekielElliott,0.0208333,48,1,2155295,master only (1)
NikkieTutorials,0.0208333,144,1,2085374,master only (1)
eBay,0.0208333,192,1,720636,master only (1)
nickcarter,0.0208333,240,1,677316,master only (1)
SwaeLee,0.0208333,288,1,826184,master only (1)
humorandanimals,0.0207197,917,1,700818,master only (1)
CollegeHumor,0.0206897,145,1,941524,master only (1)
Dropbox,0.0206186,97,1,4301312,master only (1)
DuffMcKagan,0.0206186,97,1,1180367,master only (1)
Grimezsz,0.0206186,97,1,1103682,master only (1)
ciara,0.0205479,146,1,11408835,master only (1)
Diddy,0.0205479,146,1,15654223,master only (1)
naomiosaka,0.0205479,146,1,511141,master only (1)
TinchyStryder,0.0205479,146,1,670713,master only (1)
Boeing,0.0204082,49,1,577350,master only (1)
cj_wentz,0.0204082,49,1,1070395,master only (1)
klrahul11,0.0204082,98,1,4001924,master only (1)
TheArtidote,0.0204082,98,1,772681,master only (1)
TylerBaltierra,0.0204082,98,1,1104842,master only (1)
Buckeyes,0.0202703,148,1,547932,master only (1)
Calfreezy,0.020202,198,1,1554056,master only (1)
travelchannel,0.020202,693,1,3253981,master only (1)
jaysonst,0.0201511,1191,1,599276,master only (1)
BustaRhymes,0.0201342,149,1,3735702,master only (1)
penguinrandom,0.0200422,948,1,1265527,master only (1)
PorscheRaces,0.0199468,752,1,1661071,master only (1)
LizGillies,0.0199336,301,1,3312270,master only (1)
bbceastenders,0.0199336,602,1,2528744,master only (1)
SenateFloor,0.0198915,553,1,553710,master only (1)
ALISHAMARIE,0.0198864,704,1,5110593,master only (1)
chinamcclain,0.0198676,151,1,1516575,master only (1)
MagicJohnson,0.0198676,151,1,4932142,master only (1)
Astro_Mike,0.019802,202,1,1201848,master only (1)
bethanyhamilton,0.0197842,556,1,1431177,master only (1)
POPSUGARFitness,0.0197193,2992,1,510868,master only (1)
blockchain,0.0197044,203,1,792745,master only (1)
Android,0.0196078,51,1,10502492,master only (1)
ChuckLiddell,0.0196078,51,1,820503,master only (1)
KaylaniLive,0.0196078,51,1,882193,master only (1)
StephenTries,0.0196078,51,1,598662,master only (1)
DanicaPatrick,0.0196078,102,1,1831780,master only (1)
itsmeclaudineb,0.0196078,102,1,789011,master only (1)
SamiZayn,0.0196078,102,1,1193188,master only (1)
TheTimMcGraw,0.0196078,204,1,3034291,master only (1)
RikerLynch,0.0196078,255,1,887088,master only (1)
IanWright0,0.0196078,306,1,1721710,master only (1)
hgtv,0.0195089,2973,1,1460065,master only (1)
Therealkiss,0.0194175,103,1,1746892,master only (1)
beardfoundation,0.0193322,569,1,555057,master only (1)
WestwoodLee,0.0193237,207,1,928193,master only (1)
FrankieEssex,0.0192308,52,1,599183,master only (1)
ParisJackson,0.0192308,52,1,1332560,master only (1)
THETOMMYDREAMER,0.019209,885,1,602841,master only (1)
JayGlazer,0.0191898,469,1,1200849,master only (1)
yrf,0.0191257,366,1,3981207,master only (1)
jobvinesa,0.0190147,1157,1,775653,master only (1)
instagram,0.0189394,264,1,36253209,matched (3)
TonyStewart,0.0188679,53,1,706467,master only (1)
ParamountMovies,0.0188679,159,1,539992,master only (1)
MHarrisPerry,0.0188088,319,1,681517,master only (1)
MTVMusicUK,0.0188062,1223,1,1367327,master only (1)
kellyclarkson,0.0187266,267,1,12371260,master only (1)
femfreq,0.0186916,107,1,715944,master only (1)
ForeverMalika,0.0186916,107,1,1220198,master only (1)
muyskerm,0.0186916,107,1,518271,master only (1)
Terroriser,0.0186916,214,1,1216281,master only (1)
TonyDungy,0.0186335,161,1,880347,master only (1)
darewolf333,0.0186047,645,1,611757,master only (1)
DrWeil,0.0185874,269,1,623610,master only (1)
alexmorgan13,0.0185185,54,1,4012954,master only (1)
itsenriquegil,0.0185185,54,1,5477073,master only (1)
JahangirKTareen,0.0185185,54,1,3484568,master only (1)
michkeegan,0.0185185,54,1,3538946,master only (1)
tim_cook,0.0185185,54,1,11674036,master only (1)
BraunStrowman,0.0185185,108,1,595917,master only (1)
LeVeonBell,0.0185185,108,1,1882911,master only (1)
HarithIskander,0.0185185,216,1,901138,master only (1)
Maybelline,0.0184697,379,1,721300,master only (1)
PearlJam,0.0184502,271,1,3591414,master only (1)
JoelMadden,0.0183824,272,1,838565,master only (1)
etihad,0.0183486,109,1,703681,master only (1)
itsdougthepug,0.0183486,218,1,2784121,master only (1)
arrahman,0.0182927,164,1,22760728,matched (3)
IrynaIvanova,0.0182927,164,1,918094,master only (1)
antonycotton,0.0182648,219,1,583664,master only (1)
CountingCrows,0.0181818,55,1,1118784,master only (1)
DanielleMoinet,0.0181818,55,1,957870,master only (1)
gwenstefani,0.0181818,55,1,2767738,master only (1)
VictoriaJustice,0.0181818,55,1,10430957,master only (1)
fluffyguy,0.0181269,331,1,1071158,master only (1)
markingram21,0.018018,111,1,590494,master only (1)
wordpressdotcom,0.018018,111,1,1743483,master only (1)
TheReal1Witness,0.018018,333,1,579091,master only (1)
gilly381,0.0178571,56,1,834488,master only (1)
rileyreidx3,0.0178571,56,1,1819234,master only (1)
RobGronkowski,0.0178571,56,1,3102585,master only (1)
illwah,0.0178571,168,1,532783,master only (1)
ALETTAOCEANXXXX,0.0177936,281,1,536435,master only (1)
seriouseats,0.017758,901,1,815371,master only (1)
Magic899,0.0177384,451,1,710368,master only (1)
BacheloretteABC,0.0176991,113,1,731127,master only (1)
petercrouch,0.0176991,113,1,849545,master only (1)
RoadandTrack,0.0176545,1586,1,658177,master only (1)
Chloe_Sims,0.0176471,170,1,1037781,master only (1)
Travelzoo,0.0176211,227,1,561880,master only (1)
Barber_Edward_,0.0175439,57,1,518829,master only (1)
DeSeanJackson10,0.0175439,57,1,923241,master only (1)
HAIMtheband,0.0175439,57,1,1195414,master only (1)
AndreDrummond,0.0175439,171,1,838349,master only (1)
SiriouslySusan,0.0175439,171,1,2062559,master only (1)
lights,0.0174672,229,1,684565,master only (1)
InsideGaming,0.0174419,172,1,3684431,master only (1)
myfabolouslife,0.0174216,287,1,4130258,master only (1)
Twitch,0.0173913,230,1,6435851,master only (1)
LinusTech,0.0173611,576,1,1020884,master only (1)
UMG,0.017301,867,1,590791,master only (1)
Topshop,0.0172911,347,1,1241162,master only (1)
anavenkat,0.0172414,58,1,570853,master only (1)
reba,0.0172414,58,1,2286040,master only (1)
ZakkWyldeBLS,0.0172414,174,1,763715,master only (1)
Interior,0.0172414,348,1,5035605,master only (1)
funkeakindele,0.0172414,1218,1,1120711,master only (1)
NobelPrize,0.0172043,465,1,598437,master only (1)
Lionsgate,0.0171756,524,1,995349,master only (1)
MariahCarey,0.0171429,175,1,21413603,matched (3)
themotleyfool,0.017094,234,1,763207,master only (1)
MahoganyLOX,0.0170648,293,1,1348129,master only (1)
foodandwine,0.0170626,2989,1,6646057,master only (1)
applenws,0.0169554,2713,1,1114598,master only (1)
AlissaViolet,0.0169492,59,1,2507336,master only (1)
BBCiPlayer,0.0169492,59,1,696921,master only (1)
Korn,0.0169492,59,1,1314122,master only (1)
kanebrown,0.0169492,118,1,1677213,master only (1)
katewalsh,0.0169492,118,1,886855,master only (1)
AmericanDadTBS,0.0169492,177,1,729174,master only (1)
BBC_TopGear,0.0169492,885,1,1893568,master only (1)
antanddec,0.0168539,178,1,6798001,master only (1)
humble,0.0168394,772,1,592931,master only (1)
Nissan,0.0168067,119,1,746554,master only (1)
TheRock,0.0168067,238,1,14512220,master only (1)
ScienceChannel,0.0167464,418,1,2960487,master only (1)
jermainedupri,0.0167131,718,1,1083744,master only (1)
alfaromeoracing,0.0166667,120,1,761823,master only (1)
SFMOMA,0.0165975,241,1,607029,master only (1)
dogwatisaw,0.0165289,121,1,589382,master only (1)
oppo,0.0165289,242,1,655655,master only (1)
penguinusa,0.0164179,670,1,4111081,master only (1)
xvideoscom,0.0163934,61,1,553711,master only (1)
KareenaK_FC,0.0163934,244,1,1267320,master only (1)
nprbooks,0.0163934,244,1,789111,master only (1)
StartupGrind,0.0163934,244,1,558281,master only (1)
BBCEarth,0.0163666,611,1,589816,master only (1)
griffinbarrowsx,0.0163551,428,1,521869,master only (1)
lildickytweets,0.0163132,613,1,622986,master only (1)
GCPcloud,0.0163043,368,1,863414,master only (1)
AppleEDU,0.0162602,123,1,803780,master only (1)
kickthepj,0.0162602,123,1,721335,master only (1)
UKCoachCalipari,0.0161943,247,1,1637258,master only (1)
BryantEslava,0.0161663,433,1,2192511,master only (1)
allysonfelix,0.016129,62,1,742868,master only (1)
bmthofficial,0.016129,62,1,1921259,master only (1)
SteveMartinToGo,0.016129,62,1,8557211,master only (1)
ARizzo44,0.016129,124,1,887638,master only (1)
Battlefield,0.016129,124,1,1450430,master only (1)
ESPNFantasy,0.016129,124,1,563691,master only (1)
mrvincecarter15,0.016129,186,1,1031503,master only (1)
MarcusRashford,0.016129,248,1,2616154,master only (1)
ellamai,0.0160428,187,1,1042247,master only (1)
MsArianaMarie,0.0159363,251,1,564803,master only (1)
zanelowe,0.0159151,377,1,694275,master only (1)
chetrisunil11,0.015873,63,1,1612868,master only (1)
milktpapi,0.015873,63,1,915477,master only (1)
MsSarahPaulson,0.015873,63,1,966142,master only (1)
RandyHouser,0.015873,63,1,565185,master only (1)
SethEverman,0.015873,63,1,597155,master only (1)
rianjohnson,0.015873,126,1,1052610,master only (1)
gsuite,0.015873,315,1,844663,master only (1)
iamlorengray,0.0158103,253,1,1103067,master only (1)
KeshaRose,0.0157895,190,1,3457736,master only (1)
FatinSL,0.015625,64,1,3048750,master only (1)
GoogleAI,0.015625,64,1,1421233,master only (1)
intanladyana,0.015625,64,1,576775,master only (1)
yvonneokoro,0.015625,64,1,747521,master only (1)
GreenDay,0.015625,128,1,5076508,master only (1)
Jaclynhill,0.015625,128,1,2111987,master only (1)
dariusrucker,0.015625,192,1,1619855,master only (1)
Anushka_ASF,0.015544,193,1,896503,master only (1)
Reebok,0.0155039,129,1,727094,master only (1)
sundancefest,0.0155039,129,1,902625,master only (1)
euphonik,0.0154867,452,1,1710692,master only (1)
iRelateWords,0.015444,259,1,1124575,master only (1)
VJAnusha,0.0153846,65,1,716208,master only (1)
HalloweenCounts,0.0153846,130,1,988479,master only (1)
NFLonFOX,0.0153597,1237,1,1905685,master only (1)
KylaPratt,0.0153257,261,1,567292,master only (1)
jonasbrothers,0.0153061,392,1,4847547,master only (1)
MLBONFOX,0.0151976,658,1,804815,master only (1)
Dloading,0.0151515,66,1,529814,master only (1)
wattpad,0.0150943,265,1,702059,master only (1)
MarkRonson,0.0150376,133,1,583167,master only (1)
BhadBhabie,0.0149254,67,1,581110,master only (1)
jordiporn,0.0149254,67,1,763924,master only (1)
leonthomas,0.0149254,67,1,1092199,master only (1)
SPN_Action,0.0149254,67,1,1864253,master only (1)
WTFTheRealJoJo,0.0149254,67,1,597189,master only (1)
ArchDigest,0.0148957,1007,1,1987982,master only (1)
50cent,0.0148064,878,1,11782920,master only (1)
tannerfox,0.0147783,203,1,585610,master only (1)
NatGeoChannel,0.0147679,474,1,2014043,master only (1)
bingoplayers,0.0147059,68,1,505412,master only (1)
BRITs,0.0147059,544,1,692182,master only (1)
WWERoadDogg,0.014531,757,1,521825,master only (1)
officialEFCC,0.0145278,413,1,875293,master only (1)
youtubemusic,0.0145228,482,1,583434,master only (1)
England,0.0145191,551,1,3999717,master only (1)
LeadToday,0.0144866,2347,1,1045659,master only (1)
Chris_Smoove,0.0143885,278,1,534361,master only (1)
MerriamWebster,0.0143791,765,1,881751,master only (1)
AllWaltrip,0.0142857,70,1,621378,master only (1)
current,0.0142857,70,1,572642,master only (1)
GlennHowerton,0.0142857,70,1,561438,master only (1)
TenilleDashwood,0.0142857,70,1,1586921,master only (1)
MJD,0.0142857,210,1,527411,master only (1)
VSPINK,0.0142349,281,1,948280,master only (1)
RapSheet,0.0142296,2038,1,2282451,master only (1)
backstreetboys,0.014218,211,1,1039082,master only (1)
iamVikramPrabhu,0.0141844,141,1,2107419,master only (1)
lucyhale,0.0141643,353,1,7215016,master only (1)
jamieleecurtis,0.0141509,212,1,536443,master only (1)
AJStylesOrg,0.0140845,71,1,1131811,master only (1)
AnaheimDucks,0.0140845,71,1,606460,master only (1)
shemarmoore,0.0140845,71,1,859438,master only (1)
vdsar1970,0.0140845,71,1,1418182,master only (1)
ytcreators,0.0140845,142,1,6361355,master only (1)
KeatonStromberg,0.0140845,213,1,556062,master only (1)
ashanti,0.0140449,356,1,1949826,master only (1)
lisadaniels3,0.0140351,285,1,582661,master only (1)
DjASHBA,0.013986,143,1,526615,master only (1)
sadierob,0.013986,143,1,1875611,master only (1)
BaronDavis,0.013986,429,1,1057711,master only (1)
ninjasexparty,0.013986,429,1,743858,master only (1)
E3,0.0138889,72,1,2251322,master only (1)
AllTimeLow,0.0138889,504,1,1704648,master only (1)
AngryBirds,0.0138249,217,1,591776,master only (1)
NASA_Technology,0.0138249,217,1,769154,master only (1)
TimeOutDubai,0.0138249,217,1,557697,master only (1)
AlexisRenG,0.0137931,145,1,1591620,master only (1)
HunterRowland,0.0137931,145,1,955686,master only (1)
jasonsegel,0.0137931,145,1,2176897,master only (1)
louistheroux,0.0137931,145,1,2081260,master only (1)
DisneyChannelPR,0.0137931,435,1,908493,master only (1)
kurtisconner,0.0137615,218,1,538958,master only (1)
JAYBUMAOM,0.0137615,436,1,1534099,master only (1)
KarachiKingsARY,0.013712,1021,1,764087,master only (1)
AdrianPeterson,0.0136986,146,1,1149861,master only (1)
Espngreeny,0.0136986,511,1,1186402,master only (1)
Symfuhny,0.0136364,220,1,640488,master only (1)
JENNIWOWW,0.0136054,441,1,3292393,master only (1)
Fanatical,0.0135338,665,1,522350,master only (1)
jakeowen,0.0135135,74,1,2217159,master only (1)
JamesMilner,0.0135135,74,1,1067098,master only (1)
McShay13,0.0135135,74,1,655265,master only (1)
ClintBowyer,0.013468,297,1,725920,master only (1)
sosadtoday,0.0134357,521,1,972482,master only (1)
jerrytrainor,0.0134228,149,1,1840175,master only (1)
kaskade,0.0134228,596,1,1168576,master only (1)
NRL,0.0133709,1421,1,550735,master only (1)
ArtinAmerica,0.0133531,674,1,903510,master only (1)
WOWFactsOfLife,0.0133495,824,1,685590,master only (1)
DinoMorea9,0.0133333,75,1,536712,master only (1)
RealCJ10,0.013289,301,1,1133115,master only (1)
itsBayleyWWE,0.0132159,227,1,1454293,master only (1)
NCISLA,0.0131291,457,1,530583,master only (1)
NCAA,0.0131004,229,1,1946670,master only (1)
KeyshiaKaoir,0.0130933,611,1,548618,master only (1)
Kellinquinn,0.0130293,614,1,1629729,master only (1)
tinybuddha,0.012848,467,1,580797,master only (1)
BlackBerryHelp,0.0128205,78,1,1406465,master only (1)
Jason_Aldean,0.0128205,78,1,3745254,master only (1)
louiegiglio,0.0128205,234,1,568856,master only (1)
BLACCHYNA,0.0128205,312,1,692164,master only (1)
AndrewMayne,0.012766,235,1,853755,master only (1)
EnglandRugby,0.0126812,1104,1,1063802,master only (1)
CollegeGameDay,0.0126582,79,1,2894015,master only (1)
DashieXP,0.0126582,79,1,5171773,master only (1)
mipaltan,0.0126422,791,1,5638272,master only (1)
5SOS,0.0125786,318,1,12635705,master only (1)
JLo,0.0125628,398,1,44527831,matched (3)
burnaboy,0.0125392,638,1,3019814,master only (1)
FOXSports,0.0125196,1917,1,2089109,master only (1)
LukeDonald,0.0125,80,1,798004,master only (1)
TempleRun,0.0125,80,1,530908,master only (1)
JCLayfield,0.0124334,563,1,756223,master only (1)
pitchfork,0.0123681,2749,1,3321768,master only (1)
DENISE_RICHARDS,0.0123457,81,1,2199410,master only (1)
FDArecalls,0.0123457,81,1,673109,master only (1)
tfosumensah,0.0123457,81,1,703874,master only (1)
FirstTake,0.0123457,567,1,1530863,master only (1)
CrossFitGames,0.0122324,327,1,736564,master only (1)
MirandaSings,0.0121951,82,1,2481511,master only (1)
RosannaPansino,0.0120846,331,1,940867,master only (1)
oddfuckingtaco,0.0120482,83,1,633509,master only (1)
TwitterFashion,0.0120482,83,1,3738499,master only (1)
arya_offl,0.0120482,415,1,1769921,master only (1)
BabyAriel,0.012,250,1,1079185,master only (1)
MonicaCrowley,0.011976,167,1,549793,master only (1)
benmurraybruce,0.0119048,84,1,1095694,master only (1)
mterstegen1,0.0119048,84,1,1903901,master only (1)
SmoshGames,0.0119048,84,1,880568,master only (1)
KingJames,0.0119048,168,1,44397722,matched (3)
parisreview,0.0118684,2949,1,975775,master only (1)
vangoghmuseum,0.0118343,169,1,1651409,master only (1)
SamandColby,0.0117647,85,1,738326,master only (1)
TeamKhabib,0.0117647,85,1,849542,master only (1)
iamamurray,0.0117647,255,1,526657,master only (1)
TheWeirdWorld,0.0117647,340,1,8329634,master only (1)
RicFlairNatrBoy,0.0116959,171,1,1080317,master only (1)
SportsNation,0.0116649,943,1,5633808,master only (1)
NayaRivera,0.0116279,86,1,1539026,master only (1)
PaulMcCartney,0.0116279,86,1,4033302,master only (1)
WWESheamus,0.0116279,86,1,4890037,master only (1)
peeweeherman,0.0115607,173,1,2159269,master only (1)
nypl,0.0115274,1041,1,2575296,master only (1)
BreakingBad,0.0114943,174,1,1270996,master only (1)
NASAExoplanets,0.0114504,262,1,663525,master only (1)
WisdenIndia,0.0114379,612,1,843203,master only (1)
TheNobleQuran,0.0113636,352,1,902413,master only (1)
THEREALSWIZZZ,0.0113208,530,1,2400132,master only (1)
PastorMark,0.0112721,621,1,500426,master only (1)
bing,0.011236,89,1,661553,master only (1)
miketirico,0.011236,89,1,559036,master only (1)
afrojack,0.011236,267,1,2691564,master only (1)
Xbox,0.011236,356,1,14099448,master only (1)
NASA_Johnson,0.011236,445,1,1136893,master only (1)
WestHam,0.0112166,1159,1,1647618,master only (1)
AFL,0.0112021,2321,1,721559,master only (1)
CoachUrbanMeyer,0.011194,268,1,1957298,master only (1)
naughtyamerica,0.0111732,179,1,632362,master only (1)
rogerfederer,0.0111732,179,1,12659658,master only (1)
holdmyale,0.0111732,358,1,573448,master only (1)
joeylogano,0.0111111,360,1,509244,master only (1)
Connie_Ferguson,0.0110803,361,1,906060,master only (1)
PUSHA_T,0.010989,91,1,1657230,master only (1)
DrBilalPhilips,0.010989,182,1,789181,master only (1)
epicurious,0.0109649,1824,1,2771667,master only (1)
googledevs,0.010929,183,1,2308829,master only (1)
sonyaesman,0.010929,183,1,907780,master only (1)
Bootsy_Collins,0.0108696,184,1,966451,master only (1)
DefLeppard,0.0108696,184,1,850624,master only (1)
Skepta,0.0108696,184,1,1125147,master only (1)
Dame_Lillard,0.0108696,276,1,1980530,master only (1)
btsport,0.0108499,553,1,714888,master only (1)
iam_kcee,0.0108108,185,1,707379,master only (1)
pnbrock,0.0107914,278,1,501475,master only (1)
noelfielding11,0.0107643,929,1,1063421,master only (1)
GiuseppeRossi22,0.0107527,93,1,897216,master only (1)
LilBibby_,0.0107527,93,1,1473998,master only (1)
foodista,0.0106952,187,1,563841,master only (1)
GamesRadar,0.0106545,2628,1,1022251,master only (1)
TishaCampbell,0.0106383,94,1,628775,master only (1)
WWERollins,0.0106383,94,1,3737612,master only (1)
Cimorelliband,0.010582,189,1,508510,master only (1)
Country_Words,0.0105541,1137,1,954495,master only (1)
bflay,0.0105263,95,1,2678129,master only (1)
IAMQUEENLATIFAH,0.0105263,95,1,7977783,master only (1)
perfumegenius,0.0104987,381,1,985852,master only (1)
RamadanTips,0.0104712,191,1,786726,master only (1)
TLCINOfficial,0.0104712,191,1,600199,master only (1)
JuliaRose_33,0.0104167,96,1,546850,master only (1)
taylormomsen,0.0104167,96,1,910588,master only (1)
federalreserve,0.0104167,192,1,619386,master only (1)
chrisbharrison,0.0104167,288,1,690236,master only (1)
ShaniaTwain,0.0103627,193,1,935577,master only (1)
gherbo,0.0103448,290,1,1203406,master only (1)
garthbrooks,0.0103093,97,1,574539,master only (1)
snapdeal,0.0102389,293,1,898724,master only (1)
drdisrespect,0.0101523,197,1,1465012,master only (1)
WWECesaro,0.0101523,197,1,1807969,master only (1)
DwyaneWade,0.0101266,395,1,8960574,master only (1)
PENSHOPPE,0.010101,198,1,898019,master only (1)
NiykeeHeaton,0.010101,297,1,516818,master only (1)
NDmbb,0.010101,396,1,548222,master only (1)
TheSims,0.0100503,199,1,2291726,master only (1)
EvangelistDag,0.01,200,1,695489,master only (1)
Roblox,0.0099668,301,1,1493985,master only (1)
Burberry,0.009901,101,1,8390956,master only (1)
GDeLaurentiis,0.009901,101,1,1747660,master only (1)
KeithUrban,0.009901,101,1,4270253,master only (1)
VINNYGUADAGNINO,0.009828,407,1,3039844,master only (1)
iamblackbear,0.0098039,102,1,1962038,master only (1)
madisonbeer,0.0098039,102,1,2746329,master only (1)
Siva_Kartikeyan,0.0098039,102,1,5791294,master only (1)
trentaa98,0.0098039,102,1,834456,master only (1)
